c78f 4c 96 c7 JMP  ABS   A:ff X: 0 Y: 0 P:e4 S:fb pc: c796, reg_addr: c796, cycle:    114
c796 ea a9  0 NOP  IMPL  A:ff X: 0 Y: 0 P:e4 S:fb pc: c797, reg_addr:    0, cycle:    116
c797 a9  0 85 LDA  IMM   A:ff X: 0 Y: 0 P:e4 S:fb pc: c799, reg_addr:    0, cycle:    118
c799 85  1 24 STA  ZP    A: 0 X: 0 Y: 0 P:66 S:fb pc: c79b, reg_addr:    1, cycle:    121
c79b 24  1 50 BIT  ZP    A: 0 X: 0 Y: 0 P:66 S:fb pc: c79d, reg_addr:    1, cycle:    124
c79d 50  4 a2 BVC  REL   A: 0 X: 0 Y: 0 P:26 S:fb pc: c7a3, reg_addr: c7a3, cycle:    127
c7a3 ea 24  1 NOP  IMPL  A: 0 X: 0 Y: 0 P:26 S:fb pc: c7a4, reg_addr:    0, cycle:    129
c7a4 24  1 70 BIT  ZP    A: 0 X: 0 Y: 0 P:26 S:fb pc: c7a6, reg_addr:    1, cycle:    132
c7a6 70  3 4c BVS  REL   A: 0 X: 0 Y: 0 P:26 S:fb pc: c7a8, reg_addr: c7ab, cycle:    134
c7a8 4c af c7 JMP  ABS   A: 0 X: 0 Y: 0 P:26 S:fb pc: c7af, reg_addr: c7af, cycle:    137
c7af ea a9  0 NOP  IMPL  A: 0 X: 0 Y: 0 P:26 S:fb pc: c7b0, reg_addr:    0, cycle:    139
c7b0 a9  0 10 LDA  IMM   A: 0 X: 0 Y: 0 P:26 S:fb pc: c7b2, reg_addr:    0, cycle:    141
c7b2 10  4 a2 BPL  REL   A: 0 X: 0 Y: 0 P:26 S:fb pc: c7b8, reg_addr: c7b8, cycle:    144
c7b8 ea a9 80 NOP  IMPL  A: 0 X: 0 Y: 0 P:26 S:fb pc: c7b9, reg_addr:    0, cycle:    146
c7b9 a9 80 10 LDA  IMM   A: 0 X: 0 Y: 0 P:26 S:fb pc: c7bb, reg_addr:   80, cycle:    148
c7bb 10  3 4c BPL  REL   A:80 X: 0 Y: 0 P:a4 S:fb pc: c7bd, reg_addr: c7c0, cycle:    150
c7bd 4c d9 c7 JMP  ABS   A:80 X: 0 Y: 0 P:a4 S:fb pc: c7d9, reg_addr: c7d9, cycle:    153
c7d9 ea 60 ea NOP  IMPL  A:80 X: 0 Y: 0 P:a4 S:fb pc: c7da, reg_addr:    0, cycle:    155
c7da 60 ea a9 RTS  IMPL  A:80 X: 0 Y: 0 P:a4 S:fb pc: c600, reg_addr:    0, cycle:    161
c600 20 db c7 JSR  ABS   A:80 X: 0 Y: 0 P:a4 S:fd pc: c7db, reg_addr: c7db, cycle:    167
c7db ea a9 ff NOP  IMPL  A:80 X: 0 Y: 0 P:a4 S:fb pc: c7dc, reg_addr:    0, cycle:    169
c7dc a9 ff 85 LDA  IMM   A:80 X: 0 Y: 0 P:a4 S:fb pc: c7de, reg_addr:   ff, cycle:    171
c7de 85  1 24 STA  ZP    A:ff X: 0 Y: 0 P:a4 S:fb pc: c7e0, reg_addr:    1, cycle:    174
c7e0 24  1 a9 BIT  ZP    A:ff X: 0 Y: 0 P:a4 S:fb pc: c7e2, reg_addr:    1, cycle:    177
c7e2 a9  0 38 LDA  IMM   A:ff X: 0 Y: 0 P:e4 S:fb pc: c7e4, reg_addr:    0, cycle:    179
c7e4 38 78 f8 SEC  IMPL  A: 0 X: 0 Y: 0 P:66 S:fb pc: c7e5, reg_addr:    0, cycle:    181
c7e5 78 f8  8 SEI  IMPL  A: 0 X: 0 Y: 0 P:67 S:fb pc: c7e6, reg_addr:    0, cycle:    183
c7e6 f8  8 68 SED  IMPL  A: 0 X: 0 Y: 0 P:67 S:fb pc: c7e7, reg_addr:    0, cycle:    185
c7e7  8 68 29 PHP  IMPL  A: 0 X: 0 Y: 0 P:6f S:fb pc: c7e8, reg_addr:    0, cycle:    188
c7e8 68 29 ef PLA  IMPL  A: 0 X: 0 Y: 0 P:6f S:fa pc: c7e9, reg_addr:    0, cycle:    192
c7e9 29 ef c9 AND  IMM   A:6f X: 0 Y: 0 P:6d S:fb pc: c7eb, reg_addr:   ef, cycle:    194
c7eb c9 6f f0 CMP  IMM   A:6f X: 0 Y: 0 P:6d S:fb pc: c7ed, reg_addr:   6f, cycle:    196
c7ed f0  4 a2 BEQ  REL   A:6f X: 0 Y: 0 P:6f S:fb pc: c7f3, reg_addr: c7f3, cycle:    199
c7f3 ea a9 40 NOP  IMPL  A:6f X: 0 Y: 0 P:6f S:fb pc: c7f4, reg_addr:    0, cycle:    201
c7f4 a9 40 85 LDA  IMM   A:6f X: 0 Y: 0 P:6f S:fb pc: c7f6, reg_addr:   40, cycle:    203
c7f6 85  1 24 STA  ZP    A:40 X: 0 Y: 0 P:6d S:fb pc: c7f8, reg_addr:    1, cycle:    206
c7f8 24  1 d8 BIT  ZP    A:40 X: 0 Y: 0 P:6d S:fb pc: c7fa, reg_addr:    1, cycle:    209
c7fa d8 a9 10 CLD  IMPL  A:40 X: 0 Y: 0 P:6d S:fb pc: c7fb, reg_addr:    0, cycle:    211
c7fb a9 10 18 LDA  IMM   A:40 X: 0 Y: 0 P:65 S:fb pc: c7fd, reg_addr:   10, cycle:    213
c7fd 18  8 68 CLC  IMPL  A:10 X: 0 Y: 0 P:65 S:fb pc: c7fe, reg_addr:    0, cycle:    215
c7fe  8 68 29 PHP  IMPL  A:10 X: 0 Y: 0 P:64 S:fb pc: c7ff, reg_addr:    0, cycle:    218
c7ff 68 29 ef PLA  IMPL  A:10 X: 0 Y: 0 P:64 S:fa pc: c800, reg_addr:    0, cycle:    222
c800 29 ef c9 AND  IMM   A:64 X: 0 Y: 0 P:64 S:fb pc: c802, reg_addr:   ef, cycle:    224
c802 c9 64 f0 CMP  IMM   A:64 X: 0 Y: 0 P:64 S:fb pc: c804, reg_addr:   64, cycle:    226
c804 f0  4 a2 BEQ  REL   A:64 X: 0 Y: 0 P:67 S:fb pc: c80a, reg_addr: c80a, cycle:    229
c80a ea a9 80 NOP  IMPL  A:64 X: 0 Y: 0 P:67 S:fb pc: c80b, reg_addr:    0, cycle:    231
c80b a9 80 85 LDA  IMM   A:64 X: 0 Y: 0 P:67 S:fb pc: c80d, reg_addr:   80, cycle:    233
c80d 85  1 24 STA  ZP    A:80 X: 0 Y: 0 P:e5 S:fb pc: c80f, reg_addr:    1, cycle:    236
c80f 24  1 f8 BIT  ZP    A:80 X: 0 Y: 0 P:e5 S:fb pc: c811, reg_addr:    1, cycle:    239
c811 f8 a9  0 SED  IMPL  A:80 X: 0 Y: 0 P:a5 S:fb pc: c812, reg_addr:    0, cycle:    241
c812 a9  0 38 LDA  IMM   A:80 X: 0 Y: 0 P:ad S:fb pc: c814, reg_addr:    0, cycle:    243
c814 38  8 68 SEC  IMPL  A: 0 X: 0 Y: 0 P:2f S:fb pc: c815, reg_addr:    0, cycle:    245
c815  8 68 29 PHP  IMPL  A: 0 X: 0 Y: 0 P:2f S:fb pc: c816, reg_addr:    0, cycle:    248
c816 68 29 ef PLA  IMPL  A: 0 X: 0 Y: 0 P:2f S:fa pc: c817, reg_addr:    0, cycle:    252
c817 29 ef c9 AND  IMM   A:2f X: 0 Y: 0 P:2d S:fb pc: c819, reg_addr:   ef, cycle:    254
c819 c9 2f f0 CMP  IMM   A:2f X: 0 Y: 0 P:2d S:fb pc: c81b, reg_addr:   2f, cycle:    256
c81b f0  4 a2 BEQ  REL   A:2f X: 0 Y: 0 P:2f S:fb pc: c821, reg_addr: c821, cycle:    259
c821 ea a9 ff NOP  IMPL  A:2f X: 0 Y: 0 P:2f S:fb pc: c822, reg_addr:    0, cycle:    261
c822 a9 ff 48 LDA  IMM   A:2f X: 0 Y: 0 P:2f S:fb pc: c824, reg_addr:   ff, cycle:    263
c824 48 28 d0 PHA  IMPL  A:ff X: 0 Y: 0 P:ad S:fb pc: c825, reg_addr:    0, cycle:    266
c825 28 d0  9 PLP  IMPL  A:ff X: 0 Y: 0 P:ad S:fa pc: c826, reg_addr:    0, cycle:    270
c826 d0  9 10 BNE  REL   A:ff X: 0 Y: 0 P:ef S:fb pc: c828, reg_addr: c831, cycle:    272
c828 10  7 50 BPL  REL   A:ff X: 0 Y: 0 P:ef S:fb pc: c82a, reg_addr: c831, cycle:    274
c82a 50  5 90 BVC  REL   A:ff X: 0 Y: 0 P:ef S:fb pc: c82c, reg_addr: c831, cycle:    276
c82c 90  3 4c BCC  REL   A:ff X: 0 Y: 0 P:ef S:fb pc: c82e, reg_addr: c831, cycle:    278
c82e 4c 35 c8 JMP  ABS   A:ff X: 0 Y: 0 P:ef S:fb pc: c835, reg_addr: c835, cycle:    281
c835 ea a9  4 NOP  IMPL  A:ff X: 0 Y: 0 P:ef S:fb pc: c836, reg_addr:    0, cycle:    283
c836 a9  4 48 LDA  IMM   A:ff X: 0 Y: 0 P:ef S:fb pc: c838, reg_addr:    4, cycle:    285
c838 48 28 f0 PHA  IMPL  A: 4 X: 0 Y: 0 P:6d S:fb pc: c839, reg_addr:    0, cycle:    288
c839 28 f0  9 PLP  IMPL  A: 4 X: 0 Y: 0 P:6d S:fa pc: c83a, reg_addr:    0, cycle:    292
c83a f0  9 30 BEQ  REL   A: 4 X: 0 Y: 0 P: 4 S:fb pc: c83c, reg_addr: c845, cycle:    294
c83c 30  7 70 BMI  REL   A: 4 X: 0 Y: 0 P: 4 S:fb pc: c83e, reg_addr: c845, cycle:    296
c83e 70  5 b0 BVS  REL   A: 4 X: 0 Y: 0 P: 4 S:fb pc: c840, reg_addr: c845, cycle:    298
c840 b0  3 4c BCS  REL   A: 4 X: 0 Y: 0 P: 4 S:fb pc: c842, reg_addr: c845, cycle:    300
c842 4c 49 c8 JMP  ABS   A: 4 X: 0 Y: 0 P: 4 S:fb pc: c849, reg_addr: c849, cycle:    303
c849 ea f8 a9 NOP  IMPL  A: 4 X: 0 Y: 0 P: 4 S:fb pc: c84a, reg_addr:    0, cycle:    305
c84a f8 a9 ff SED  IMPL  A: 4 X: 0 Y: 0 P: 4 S:fb pc: c84b, reg_addr:    0, cycle:    307
c84b a9 ff 85 LDA  IMM   A: 4 X: 0 Y: 0 P: c S:fb pc: c84d, reg_addr:   ff, cycle:    309
c84d 85  1 24 STA  ZP    A:ff X: 0 Y: 0 P:8c S:fb pc: c84f, reg_addr:    1, cycle:    312
c84f 24  1 18 BIT  ZP    A:ff X: 0 Y: 0 P:8c S:fb pc: c851, reg_addr:    1, cycle:    315
c851 18 a9  0 CLC  IMPL  A:ff X: 0 Y: 0 P:cc S:fb pc: c852, reg_addr:    0, cycle:    317
c852 a9  0 48 LDA  IMM   A:ff X: 0 Y: 0 P:cc S:fb pc: c854, reg_addr:    0, cycle:    319
c854 48 a9 ff PHA  IMPL  A: 0 X: 0 Y: 0 P:4e S:fb pc: c855, reg_addr:    0, cycle:    322
c855 a9 ff 68 LDA  IMM   A: 0 X: 0 Y: 0 P:4e S:fa pc: c857, reg_addr:   ff, cycle:    324
c857 68 d0  9 PLA  IMPL  A:ff X: 0 Y: 0 P:cc S:fa pc: c858, reg_addr:    0, cycle:    328
c858 d0  9 30 BNE  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c85a, reg_addr: c863, cycle:    330
c85a 30  7 50 BMI  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c85c, reg_addr: c863, cycle:    332
c85c 50  5 b0 BVC  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c85e, reg_addr: c863, cycle:    334
c85e b0  3 4c BCS  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c860, reg_addr: c863, cycle:    336
c860 4c 67 c8 JMP  ABS   A: 0 X: 0 Y: 0 P:4e S:fb pc: c867, reg_addr: c867, cycle:    339
c867 ea a9  0 NOP  IMPL  A: 0 X: 0 Y: 0 P:4e S:fb pc: c868, reg_addr:    0, cycle:    341
c868 a9  0 85 LDA  IMM   A: 0 X: 0 Y: 0 P:4e S:fb pc: c86a, reg_addr:    0, cycle:    343
c86a 85  1 24 STA  ZP    A: 0 X: 0 Y: 0 P:4e S:fb pc: c86c, reg_addr:    1, cycle:    346
c86c 24  1 38 BIT  ZP    A: 0 X: 0 Y: 0 P:4e S:fb pc: c86e, reg_addr:    1, cycle:    349
c86e 38 a9 ff SEC  IMPL  A: 0 X: 0 Y: 0 P: e S:fb pc: c86f, reg_addr:    0, cycle:    351
c86f a9 ff 48 LDA  IMM   A: 0 X: 0 Y: 0 P: f S:fb pc: c871, reg_addr:   ff, cycle:    353
c871 48 a9  0 PHA  IMPL  A:ff X: 0 Y: 0 P:8d S:fb pc: c872, reg_addr:    0, cycle:    356
c872 a9  0 68 LDA  IMM   A:ff X: 0 Y: 0 P:8d S:fa pc: c874, reg_addr:    0, cycle:    358
c874 68 f0  9 PLA  IMPL  A: 0 X: 0 Y: 0 P: f S:fa pc: c875, reg_addr:    0, cycle:    362
c875 f0  9 10 BEQ  REL   A:ff X: 0 Y: 0 P:8d S:fb pc: c877, reg_addr: c880, cycle:    364
c877 10  7 70 BPL  REL   A:ff X: 0 Y: 0 P:8d S:fb pc: c879, reg_addr: c880, cycle:    366
c879 70  5 90 BVS  REL   A:ff X: 0 Y: 0 P:8d S:fb pc: c87b, reg_addr: c880, cycle:    368
c87b 90  3 4c BCC  REL   A:ff X: 0 Y: 0 P:8d S:fb pc: c87d, reg_addr: c880, cycle:    370
c87d 4c 84 c8 JMP  ABS   A:ff X: 0 Y: 0 P:8d S:fb pc: c884, reg_addr: c884, cycle:    373
c884 60 ea 18 RTS  IMPL  A:ff X: 0 Y: 0 P:8d S:fb pc: c603, reg_addr:    0, cycle:    379
c603 20 85 c8 JSR  ABS   A:ff X: 0 Y: 0 P:8d S:fd pc: c885, reg_addr: c885, cycle:    385
c885 ea 18 a9 NOP  IMPL  A:ff X: 0 Y: 0 P:8d S:fb pc: c886, reg_addr:    0, cycle:    387
c886 18 a9 ff CLC  IMPL  A:ff X: 0 Y: 0 P:8d S:fb pc: c887, reg_addr:    0, cycle:    389
c887 a9 ff 85 LDA  IMM   A:ff X: 0 Y: 0 P:8c S:fb pc: c889, reg_addr:   ff, cycle:    391
c889 85  1 24 STA  ZP    A:ff X: 0 Y: 0 P:8c S:fb pc: c88b, reg_addr:    1, cycle:    394
c88b 24  1 a9 BIT  ZP    A:ff X: 0 Y: 0 P:8c S:fb pc: c88d, reg_addr:    1, cycle:    397
c88d a9 55  9 LDA  IMM   A:ff X: 0 Y: 0 P:cc S:fb pc: c88f, reg_addr:   55, cycle:    399
c88f  9 aa b0 ORA  IMM   A:55 X: 0 Y: 0 P:4c S:fb pc: c891, reg_addr:   aa, cycle:    401
c891 b0  b 10 BCS  REL   A:ff X: 0 Y: 0 P:cc S:fb pc: c893, reg_addr: c89e, cycle:    403
c893 10  9 c9 BPL  REL   A:ff X: 0 Y: 0 P:cc S:fb pc: c895, reg_addr: c89e, cycle:    405
c895 c9 ff d0 CMP  IMM   A:ff X: 0 Y: 0 P:cc S:fb pc: c897, reg_addr:   ff, cycle:    407
c897 d0  5 50 BNE  REL   A:ff X: 0 Y: 0 P:4f S:fb pc: c899, reg_addr: c89e, cycle:    409
c899 50  3 4c BVC  REL   A:ff X: 0 Y: 0 P:4f S:fb pc: c89b, reg_addr: c89e, cycle:    411
c89b 4c a2 c8 JMP  ABS   A:ff X: 0 Y: 0 P:4f S:fb pc: c8a2, reg_addr: c8a2, cycle:    414
c8a2 ea 38 b8 NOP  IMPL  A:ff X: 0 Y: 0 P:4f S:fb pc: c8a3, reg_addr:    0, cycle:    416
c8a3 38 b8 a9 SEC  IMPL  A:ff X: 0 Y: 0 P:4f S:fb pc: c8a4, reg_addr:    0, cycle:    418
c8a4 b8 a9  0 CLV  IMPL  A:ff X: 0 Y: 0 P:4f S:fb pc: c8a5, reg_addr:    0, cycle:    420
c8a5 a9  0  9 LDA  IMM   A:ff X: 0 Y: 0 P: f S:fb pc: c8a7, reg_addr:    0, cycle:    422
c8a7  9  0 d0 ORA  IMM   A: 0 X: 0 Y: 0 P: f S:fb pc: c8a9, reg_addr:    0, cycle:    424
c8a9 d0  9 70 BNE  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c8ab, reg_addr: c8b4, cycle:    426
c8ab 70  7 90 BVS  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c8ad, reg_addr: c8b4, cycle:    428
c8ad 90  5 30 BCC  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c8af, reg_addr: c8b4, cycle:    430
c8af 30  3 4c BMI  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c8b1, reg_addr: c8b4, cycle:    432
c8b1 4c b8 c8 JMP  ABS   A: 0 X: 0 Y: 0 P: f S:fb pc: c8b8, reg_addr: c8b8, cycle:    435
c8b8 ea 18 24 NOP  IMPL  A: 0 X: 0 Y: 0 P: f S:fb pc: c8b9, reg_addr:    0, cycle:    437
c8b9 18 24  1 CLC  IMPL  A: 0 X: 0 Y: 0 P: f S:fb pc: c8ba, reg_addr:    0, cycle:    439
c8ba 24  1 a9 BIT  ZP    A: 0 X: 0 Y: 0 P: e S:fb pc: c8bc, reg_addr:    1, cycle:    442
c8bc a9 55 29 LDA  IMM   A: 0 X: 0 Y: 0 P:ce S:fb pc: c8be, reg_addr:   55, cycle:    444
c8be 29 aa d0 AND  IMM   A:55 X: 0 Y: 0 P:4c S:fb pc: c8c0, reg_addr:   aa, cycle:    446
c8c0 d0  9 50 BNE  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c8c2, reg_addr: c8cb, cycle:    448
c8c2 50  7 b0 BVC  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c8c4, reg_addr: c8cb, cycle:    450
c8c4 b0  5 30 BCS  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c8c6, reg_addr: c8cb, cycle:    452
c8c6 30  3 4c BMI  REL   A: 0 X: 0 Y: 0 P:4e S:fb pc: c8c8, reg_addr: c8cb, cycle:    454
c8c8 4c cf c8 JMP  ABS   A: 0 X: 0 Y: 0 P:4e S:fb pc: c8cf, reg_addr: c8cf, cycle:    457
c8cf ea 38 b8 NOP  IMPL  A: 0 X: 0 Y: 0 P:4e S:fb pc: c8d0, reg_addr:    0, cycle:    459
c8d0 38 b8 a9 SEC  IMPL  A: 0 X: 0 Y: 0 P:4e S:fb pc: c8d1, reg_addr:    0, cycle:    461
c8d1 b8 a9 f8 CLV  IMPL  A: 0 X: 0 Y: 0 P:4f S:fb pc: c8d2, reg_addr:    0, cycle:    463
c8d2 a9 f8 29 LDA  IMM   A: 0 X: 0 Y: 0 P: f S:fb pc: c8d4, reg_addr:   f8, cycle:    465
c8d4 29 ef 90 AND  IMM   A:f8 X: 0 Y: 0 P:8d S:fb pc: c8d6, reg_addr:   ef, cycle:    467
c8d6 90  b 10 BCC  REL   A:e8 X: 0 Y: 0 P:8d S:fb pc: c8d8, reg_addr: c8e3, cycle:    469
c8d8 10  9 c9 BPL  REL   A:e8 X: 0 Y: 0 P:8d S:fb pc: c8da, reg_addr: c8e3, cycle:    471
c8da c9 e8 d0 CMP  IMM   A:e8 X: 0 Y: 0 P:8d S:fb pc: c8dc, reg_addr:   e8, cycle:    473
c8dc d0  5 70 BNE  REL   A:e8 X: 0 Y: 0 P: f S:fb pc: c8de, reg_addr: c8e3, cycle:    475
c8de 70  3 4c BVS  REL   A:e8 X: 0 Y: 0 P: f S:fb pc: c8e0, reg_addr: c8e3, cycle:    477
c8e0 4c e7 c8 JMP  ABS   A:e8 X: 0 Y: 0 P: f S:fb pc: c8e7, reg_addr: c8e7, cycle:    480
c8e7 ea 18 24 NOP  IMPL  A:e8 X: 0 Y: 0 P: f S:fb pc: c8e8, reg_addr:    0, cycle:    482
c8e8 18 24  1 CLC  IMPL  A:e8 X: 0 Y: 0 P: f S:fb pc: c8e9, reg_addr:    0, cycle:    484
c8e9 24  1 a9 BIT  ZP    A:e8 X: 0 Y: 0 P: e S:fb pc: c8eb, reg_addr:    1, cycle:    487
c8eb a9 5f 49 LDA  IMM   A:e8 X: 0 Y: 0 P:cc S:fb pc: c8ed, reg_addr:   5f, cycle:    489
c8ed 49 aa b0 EOR  IMM   A:5f X: 0 Y: 0 P:4c S:fb pc: c8ef, reg_addr:   aa, cycle:    491
c8ef b0  b 10 BCS  REL   A:f5 X: 0 Y: 0 P:cc S:fb pc: c8f1, reg_addr: c8fc, cycle:    493
c8f1 10  9 c9 BPL  REL   A:f5 X: 0 Y: 0 P:cc S:fb pc: c8f3, reg_addr: c8fc, cycle:    495
c8f3 c9 f5 d0 CMP  IMM   A:f5 X: 0 Y: 0 P:cc S:fb pc: c8f5, reg_addr:   f5, cycle:    497
c8f5 d0  5 50 BNE  REL   A:f5 X: 0 Y: 0 P:4f S:fb pc: c8f7, reg_addr: c8fc, cycle:    499
c8f7 50  3 4c BVC  REL   A:f5 X: 0 Y: 0 P:4f S:fb pc: c8f9, reg_addr: c8fc, cycle:    501
c8f9 4c  0 c9 JMP  ABS   A:f5 X: 0 Y: 0 P:4f S:fb pc: c900, reg_addr: c900, cycle:    504
c900 ea 38 b8 NOP  IMPL  A:f5 X: 0 Y: 0 P:4f S:fb pc: c901, reg_addr:    0, cycle:    506
c901 38 b8 a9 SEC  IMPL  A:f5 X: 0 Y: 0 P:4f S:fb pc: c902, reg_addr:    0, cycle:    508
c902 b8 a9 70 CLV  IMPL  A:f5 X: 0 Y: 0 P:4f S:fb pc: c903, reg_addr:    0, cycle:    510
c903 a9 70 49 LDA  IMM   A:f5 X: 0 Y: 0 P: f S:fb pc: c905, reg_addr:   70, cycle:    512
c905 49 70 d0 EOR  IMM   A:70 X: 0 Y: 0 P: d S:fb pc: c907, reg_addr:   70, cycle:    514
c907 d0  9 70 BNE  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c909, reg_addr: c912, cycle:    516
c909 70  7 90 BVS  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c90b, reg_addr: c912, cycle:    518
c90b 90  5 30 BCC  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c90d, reg_addr: c912, cycle:    520
c90d 30  3 4c BMI  REL   A: 0 X: 0 Y: 0 P: f S:fb pc: c90f, reg_addr: c912, cycle:    522
